,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,ENERGYSTARScore,Latitude,Longitude,PropertyGFATotalLog,SiteEnergyUse(kBtu)Log,TotalGHGEmissionsLog
842,CULTE,MAGQUEE,1949,1.0,3.0,0.0,82.0,47.64906685,-122.3604753,4.7923916894982534,6.242664171539669,1.8998347548777028
843,BUREAU,MAGQUEE,1981,1.0,2.0,0.0,84.0,47.648045499999995,-122.3552774,4.372912002970106,5.872122480477213,0.7152133039331435
844,BUREAU,MAGQUEE,1986,1.0,3.0,0.0,36.0,47.649759880000005,-122.35686190000001,4.60278682603088,6.397290772029523,1.2406436146719857
845,BUREAU,MAGQUEE,1989,1.0,3.0,6922.0,70.5,47.649759200000005,-122.3565462,4.421916374871954,6.011393915723792,0.8544512606904995
846,BUREAU,MAGQUEE,1979,1.0,3.0,0.0,65.0,47.649956215,-122.35704615,4.40246773080283,6.098141265890208,1.255034115517935
847,OTHER,LAKE,1996,1.0,3.0,0.0,72.0,47.649733835,-122.35289159999999,4.725119056799783,6.692371486546405,1.5835886371766321
848,BUREAU,MAGQUEE,1980,1.0,3.0,0.0,46.0,47.649175995,-122.3555186,4.53283078772188,6.263067469646195,1.10643111744174
849,BUREAU,MAGQUEE,1980,1.0,3.0,0.0,18.5,47.649340995,-122.35589859999999,4.683032284840637,6.438159444620574,1.28144713645817
850,BUREAU,MAGQUEE,1980,1.0,3.0,0.0,86.0,47.64864489,-122.35431975,4.846930613393205,6.448414399655098,1.2916823746651573
851,BOUTIQUE,DELRIDGE,1971,1.5,2.0,0.0,72.0,47.550902275,-122.34681484500001,4.452828718256843,6.26438649700474,1.42971386524106
852,OTHER,WEST,1964,1.0,2.0,0.0,72.0,47.724699305,-122.3412013,4.964165310621736,6.752520043703839,2.1733310664598062
853,OTHER,WEST,1961,1.0,1.0,0.0,72.0,47.72286544000001,-122.34063864999999,4.30612467073653,6.296262566000109,1.6874126330637962
854,BUREAU,WEST,1951,1.0,2.0,0.0,66.0,47.720008745,-122.34350185,4.600046720062274,6.251797234137944,1.6039014953045516
855,OTHER,WEST,1970,1.0,4.0,0.0,72.0,47.72294622,-122.34271319999999,4.407509872963984,6.238373358785962,1.0816462989941509
856,OTHER,WEST,1958,1.0,2.0,0.0,72.0,47.72133748,-122.34101675,4.43126724354921,6.504394628791002,2.10754107074001
857,Warehouse,WEST,1972,1.0,1.0,0.0,71.0,47.72172161,-122.3432832,4.682253410756442,6.189107512948258,1.0324826840020935
858,OTHER,WEST,2009,1.0,1.0,0.0,50.0,47.720569615,-122.34281325,4.3203332626183855,6.051847520841381,1.4729676127661055
859,BUREAU,WEST,2001,1.0,2.0,16518.0,32.0,47.73384027,-122.3472475,4.631372733732714,6.228044810476257,1.0712166344143634
860,OTHER,WEST,2007,1.0,2.0,0.0,72.0,47.726268524999995,-122.3439877,4.653212513775344,6.762096232215411,2.22722269528561
861,BOUTIQUE,WEST,1998,1.0,1.0,0.0,42.5,47.72356244,-122.34362555999999,4.416890030173012,6.216670856722743,1.5225011324964437
862,BOUTIQUE,WEST,2001,1.0,1.0,0.0,81.0,47.72569066,-122.3432661,4.374675041177134,6.1436869676052,1.5454308294653512
863,CULTE,EAST,1949,1.0,1.0,0.0,83.0,47.670144934999996,-122.3207749,4.415524218373229,6.03493576185055,1.6311684383117804
864,ECOLE,MAGQUEE,2007,1.0,4.0,0.0,81.0,47.64367908,-122.35051265,4.6871721045948,6.275483725491103,1.791057100974823
865,SOIN,MAGQUEE,1970,1.0,2.0,0.0,76.0,47.644105475,-122.3479524,4.667817047211394,6.716759859569605,2.2317767100294232
866,RESIDENCE,DOWNTOWN,1909,1.0,4.0,0.0,43.0,47.612782875,-122.343991405,4.474157965602189,6.354500769798499,1.9063800619415283
867,BOUTIQUE,DOWNTOWN,1920,1.0,2.0,0.0,31.5,47.612281034999995,-122.34399,4.421603926869831,6.006814309052631,1.2102300479032735
868,BUREAU,DOWNTOWN,1918,1.0,3.0,0.0,96.5,47.611860045,-122.34338460000001,4.581471773962398,6.137623507581438,0.9809667008303524
869,RESIDENCE,LAKE,1928,1.0,2.0,0.0,72.0,47.622305104999995,-122.3414482,4.459392487759231,5.63310656085412,1.0755612217062875
870,CULTE,MAGQUEE,1955,1.0,5.0,0.0,4.0,47.62230165,-122.3610209,4.504402892468159,6.25745456293832,1.1007145403315968
871,BUREAU,MAGQUEE,1985,1.0,5.0,33055.0,43.0,47.61889162,-122.35712559999999,4.934311563412134,6.653295054414215,1.4966486170113902
872,BOUTIQUE,DOWNTOWN,1900,1.0,4.0,0.0,92.0,47.6068013,-122.33770135,4.540079088804172,6.073820770872464,1.431327838063429
873,CULTE,DOWNTOWN,1968,1.0,3.0,34510.0,16.0,47.60866787,-122.33264935,4.87539698799425,6.821855679332727,2.4763918352003103
874,BOUTIQUE,DOWNTOWN,1915,1.0,1.0,0.0,3.5,47.611034105,-122.33547723999999,4.562340455764605,6.326389005973518,1.315863288574786
875,BUREAU,DOWNTOWN,1907,1.0,6.0,0.0,7.5,47.61068328499999,-122.33677141,4.546542663478131,6.480916175085509,1.324262944774896
876,BUREAU,DOWNTOWN,1907,1.0,5.0,0.0,79.0,47.60962983,-122.335680495,4.554368000990087,6.200771425951293,1.6689009845417608
877,OTHER,DOWNTOWN,1941,1.0,2.0,0.0,57.5,47.609806275,-122.3350572,4.413634997198556,6.137939473369675,0.9814000506117859
878,BUREAU,DOWNTOWN,1928,1.0,4.0,0.0,15.5,47.609516165,-122.33557945999999,4.48465567261692,6.469554192612565,1.876911088358824
879,OTHER,EAST,1964,1.0,4.0,0.0,72.0,47.611877629999995,-122.32856135,4.6923445033120315,6.927194083862258,2.002238029133154
880,OTHER,EAST,1912,1.0,3.0,0.0,72.0,47.60971342,-122.3249712,4.309864282709357,6.295903198174154,1.846698089478188
881,SOIN,EAST,1962,1.0,2.0,10285.0,2.0,47.610647515,-122.32125590000001,4.489325550750405,6.473197408535133,1.93980235778093
882,BUREAU,EAST,1910,1.0,3.0,0.0,90.0,47.61203136,-122.3218878,4.866576772271784,6.451186727288242,2.0291352409892536
883,OTHER,EAST,1988,1.0,5.0,11400.0,72.0,47.60869814,-122.32042440000001,4.660675788338524,7.0259780260425,2.643610741615822
884,SOIN,EAST,1963,1.0,3.0,0.0,56.5,47.608528285,-122.3204658,4.5923433345820435,6.500500766680106,1.7438977297028144
885,OTHER,EAST,1916,1.0,3.0,0.0,72.0,47.60901492,-122.32992809999999,4.5802176740961285,6.034220890702413,1.7326560992414286
886,CULTE,EAST,1962,1.0,3.0,0.0,51.5,47.608141204999995,-122.3294914,4.57744584031743,6.413779435841395,2.1193587300536825
887,BUREAU,BALLARD,1993,1.0,1.0,0.0,66.0,47.662582220000004,-122.3647293,4.443169075796116,6.70371238383388,1.5470482792482798
888,Warehouse,BALLARD,1960,1.0,1.0,0.0,78.0,47.663882595000004,-122.3681891,4.56162603796589,5.229338359583929,0.07131985391620836
889,Warehouse,BALLARD,1950,1.0,1.0,0.0,60.0,47.65895227,-122.367401,4.4401688922082565,6.052056695034619,1.6029723027711418
890,BOUTIQUE,BALLARD,1951,2.0,1.0,0.0,72.0,47.65826766,-122.36638070000001,4.75823040845775,6.109078214664947,1.5562638263487902
891,RESIDENCE,LAKE,1920,1.0,2.0,0.0,72.0,47.622958139999994,-122.33884465,4.413634997198556,6.039049378041204,1.268588498875403
892,RESTAURANT,LAKE,1919,1.0,3.0,0.0,72.0,47.623501340000004,-122.33806160500001,4.609444994760653,6.3245160403235055,1.8568007063192464
893,BOUTIQUE,LAKE,1964,1.0,2.0,0.0,53.5,47.623936584999996,-122.33804265,4.655820087817215,6.406020275777266,1.8904964370953274
894,BUREAU,LAKE,1920,1.0,3.0,12180.0,54.0,47.624144959999995,-122.338206815,4.453012391121455,6.168785866542253,1.5721246729708298
895,BUREAU,LAKE,2009,1.0,5.0,0.0,77.0,47.622789815000004,-122.33647311,5.706000476410983,7.440793876635765,2.642946946341591
896,BUREAU,LAKE,1926,1.0,3.0,0.0,90.0,47.62353607,-122.33621310000001,4.417903281991229,6.042783936248323,1.5519776094238544
897,BUREAU,LAKE,1926,1.0,1.0,0.0,1.0,47.627990595,-122.33131485000001,4.576801895828913,6.867260007342507,1.8498493646962073
898,OTHER,MAGQUEE,1961,1.0,1.0,0.0,72.0,47.621660414999994,-122.35370610000001,4.414973347970818,6.656489598130818,2.1725756986162694
899,CULTE,MAGQUEE,2009,1.0,3.0,0.0,63.0,47.618803445,-122.353305225,4.366254810686386,5.8798501364477715,1.317011998522843
900,OTHER,MAGQUEE,1962,1.0,1.0,0.0,72.0,47.61989876,-122.35122475,5.1925535155492915,7.251043681829936,2.375068599563183
901,OTHER,MAGQUEE,2002,1.0,1.0,0.0,72.0,47.621670339999994,-122.35286555,4.322591387701336,6.242871036391678,1.4090622511994026
902,OTHER,MAGQUEE,1998,1.0,1.0,0.0,72.0,47.62198519499999,-122.3521276,4.484769477716173,6.775159380109516,2.273616156592195
903,OTHER,MAGQUEE,1961,1.0,2.0,0.0,72.0,47.620487575,-122.349302,4.531108331329542,7.263901988098751,2.7379553704785557
904,OTHER,MAGQUEE,1992,1.0,2.0,0.0,72.0,47.6213847,-122.351216,4.608526033577194,6.393592513000975,1.6343747515219569
905,BUREAU,LAKE,1999,1.0,4.0,0.0,82.5,47.6205434,-122.338838595,4.5802176740961285,6.313284750207436,1.1565521080578312
906,BUREAU,LAKE,2007,1.0,4.0,24596.0,92.5,47.620388385,-122.3373651,4.810205625863313,6.377662908876182,1.8450911266451069
907,BUREAU,LAKE,1928,1.0,3.0,6062.0,1.0,47.620334424999996,-122.33756865000001,4.617692143352612,6.973296519959494,2.3884246864759664
908,BUREAU,LAKE,2013,1.0,6.0,100800.0,92.0,47.620156565,-122.33809049999999,5.116308814655416,6.868910608331381,1.9401072206879957
909,BUREAU,LAKE,1926,1.0,4.0,0.0,39.0,47.6205384,-122.33806805,4.5536403362313544,6.3232409472978,1.1665013380404905
910,RESIDENCE,MAGQUEE,1964,1.0,4.0,7308.0,46.0,47.62231056500001,-122.3565061,4.400227051043902,5.727334057926996,0.5710194426518527
911,OTHER,DOWNTOWN,1966,1.0,1.0,0.0,72.0,47.61312628,-122.34332895,4.696181587168524,6.485552527263161,2.1235532166907296
912,OTHER,DOWNTOWN,1962,1.0,1.0,0.0,72.0,47.613063175,-122.34161499999999,4.5600740892392135,6.343805425018955,1.783593147978816
913,OTHER,DOWNTOWN,1916,1.0,2.0,0.0,72.0,47.6084765,-122.33923250000001,4.413634997198556,6.117815095433031,0.9612739840350677
914,BUREAU,DOWNTOWN,1919,1.0,4.0,0.0,76.5,47.609960575,-122.340186635,4.678390894445093,6.283499955554157,1.8535426846044345
915,OTHER,DOWNTOWN,1904,1.0,7.0,0.0,72.0,47.60940552,-122.33934021,4.652517086113693,5.616915362147965,0.6464037262230695
916,OTHER,DOWNTOWN,1900,1.0,3.0,0.0,72.0,47.60711,-122.33886,4.696880371682762,4.646339998881054,-0.5086383061657274
917,RESIDENCE,DOWNTOWN,1900,1.0,2.0,0.0,72.0,47.607976555,-122.33953139,4.692670699156369,6.680191441405599,1.98096382789134
918,RESIDENCE,DOWNTOWN,1942,1.0,4.0,0.0,72.0,47.609199405,-122.34079975,4.658011396657113,6.582157125545772,1.425506681006366
919,RESTAURANT,DOWNTOWN,1912,1.0,2.0,0.0,72.0,47.6089505,-122.3405325,4.404491617758686,6.842134577297534,2.345747612696211
920,BUREAU,DOWNTOWN,1915,1.0,6.0,0.0,72.0,47.60839374,-122.34158215,4.609754439128856,6.458246142549513,1.6693929373319731
921,RESIDENCE,DOWNTOWN,1990,1.0,4.0,34800.0,93.0,47.61114082,-122.3455334,4.9141579738331505,6.2250835450441375,1.0685568950723632
922,BUREAU,DOWNTOWN,1910,1.0,4.0,0.0,42.0,47.610444335,-122.34217670000001,4.558228421803325,6.293163415754526,1.1364209428489853
923,RESIDENCE,DOWNTOWN,1918,1.0,1.0,0.0,72.0,47.6101485,-122.34249650000001,4.539289428071445,6.706532779767172,2.142883618134708
924,BUREAU,DOWNTOWN,1909,1.0,5.0,0.0,100.0,47.612328465,-122.34615585,4.756031193515058,6.200989815178902,1.1559047871431471
925,RESIDENCE,DOWNTOWN,1910,1.0,3.0,0.0,72.0,47.6125725,-122.34574900000001,4.467460109507264,6.3339145245525845,1.8804704986683218
926,OTHER,DOWNTOWN,1930,1.0,2.0,0.0,72.0,47.61340941,-122.34596895,4.356217134219735,5.4521182804152115,0.2954988936753574
927,BUREAU,LAKE,2000,1.0,3.0,13540.0,15.0,47.63664869,-122.32836610000001,4.703282778142782,6.493650633961156,1.3396906877742247
928,BUREAU,LAKE,1964,1.0,5.0,9605.0,68.0,47.636146229999994,-122.3271838,4.736117507968574,6.563523067657469,1.6533599308288052
929,ECOLE,EAST,1930,1.0,2.0,0.0,57.0,47.632458740000004,-122.3207542,4.662380020016248,6.614999063849249,2.2532869607346315
930,BUREAU,LAKE,1959,1.0,2.0,0.0,91.0,47.619996924999995,-122.34540245,4.324858388198868,5.7378463878550585,0.5806959813244339
931,RESIDENCE,LAKE,2008,1.0,4.0,52749.5,72.0,47.618948849999995,-122.3446692,5.438450575593154,6.959157290012201,2.3437523672880474
932,BUREAU,LAKE,2013,1.0,3.0,0.0,72.0,47.61950483,-122.3446097,4.712245518739124,6.15537809374392,0.9986053543239427
933,HOTEL,LAKE,1959,1.0,4.0,0.0,41.0,47.620177655,-122.3445634,4.5856862784524965,6.410566623976134,1.7947463689301317
934,HOTEL,LAKE,1961,1.0,3.0,4256.0,93.0,47.62174066,-122.34415305,4.4651745781341585,5.96192541939378,1.4987451789764905
935,CULTE,LAKE,1960,1.0,1.0,0.0,60.5,47.620084559999995,-122.3407083,4.436766739173454,5.7427132798703795,0.5860605437333789
936,Laboratoire,MAGQUEE,1962,1.0,2.0,0.0,1.0,47.622397155,-122.36241485,4.536760393043387,7.06009592620399,2.5903804366611434
937,BUREAU,MAGQUEE,1930,1.0,3.0,0.0,91.5,47.619532705,-122.35846565,4.661471928766619,6.4484077267439455,2.097225127912058
938,ECOLE,WEST,1999,1.0,2.0,0.0,15.0,47.727380505,-122.3276936,4.69242387079968,6.565958616919077,1.9951862856248752
939,ECOLE,NORTH,1950,1.0,1.0,0.0,94.0,47.713386575,-122.3146251,4.531542779182199,5.996475771328099,1.0064660422492318
940,ECOLE,WEST,1949,1.0,1.0,0.0,83.0,47.565477085,-122.39688555000001,4.615118523329026,6.3515542671149605,1.6670792054642167
941,BUREAU,LAKE,1987,1.0,3.0,0.0,89.0,47.63246789,-122.32525634999999,4.520824022355962,6.154648216075204,1.5597690115134344
942,BOUTIQUE,LAKE,1993,1.0,3.0,3764.0,72.0,47.632468785,-122.3265901,4.401297125021583,6.220427127745197,1.6621858874648299
943,ECOLE,EAST,2000,1.0,2.0,0.0,83.0,47.52496893,-122.27469675,4.878550517731428,6.34965926733736,1.6695132994583077
944,ECOLE,EAST,2008,1.0,2.0,0.0,66.0,47.524766505,-122.27117989999999,4.470189906285553,6.170387284804304,1.472746700625166
945,OTHER,EAST,1927,1.0,3.0,0.0,72.0,47.639857015000004,-122.29125855,4.494029298691737,6.772734429627924,2.2317145902771225
946,ECOLE,NORTH,1954,1.0,1.0,0.0,72.0,47.72466237,-122.30694,4.626258223534831,6.353320806816407,1.9084313989660064
947,OTHER,NORTH,1947,1.0,1.0,0.0,72.0,47.72041574,-122.29716730000001,4.5726044405492035,6.462541116562273,2.020184864280801
948,Warehouse,GREATER,1977,1.0,1.0,0.0,31.5,47.539073630000004,-122.32005605,4.468051791454237,5.9287557135647155,0.7723062161884917
949,CULTE,EAST,1922,1.0,2.0,0.0,88.0,47.603206889999996,-122.320482,4.355796213502972,5.497510403058595,0.7860266681653558
950,OTHER,EAST,1962,1.0,2.0,0.0,72.0,47.56028508,-122.28913855,4.349549483586635,6.138358216549337,1.690424412222442
951,Warehouse,EAST,1952,1.0,1.0,0.0,49.0,47.54941353,-122.2866398,4.438304964532098,6.0904506379965335,1.5649026725292048
952,BUREAU,GREATER,1982,1.0,2.0,0.0,85.0,47.5469275,-122.28715965,4.615550274725666,6.268653039846454,1.1119651388862755
953,BUREAU,LAKE,1953,1.0,2.0,0.0,1.0,47.620428419999996,-122.34667705000001,4.635312810258236,6.873613334171025,1.9655543082605518
954,CULTE,NORTH,1908,1.0,3.0,0.0,80.0,47.685699445,-122.31845369999999,4.659726095237792,6.308016173506688,1.9279325785833752
955,SOIN,LAKE,2006,1.0,14.0,35895.0,10.0,47.61931016,-122.33380749,5.859827335554347,7.572026535980125,2.9574673683524697
956,CULTE,WEST,1957,1.0,1.0,0.0,95.5,47.53440742,-122.3770413,4.372212151654062,5.73333247255996,0.5768525669912883
957,BUREAU,BALLARD,1999,1.0,4.0,0.0,72.0,47.658024139999995,-122.36535244999999,4.460055486888886,5.963213953369836,0.8065031216435299
958,ECOLE,DELRIDGE,1988,1.0,2.0,0.0,76.0,47.54174759,-122.37361485,4.72081804698278,6.289250888500833,1.1325416375891453
959,Warehouse,GREATER,1989,1.0,1.0,0.0,72.0,47.560711435,-122.32644182499999,4.3243030374868345,5.790006803093373,1.3666867178632287
960,REWarehouse,GREATER,1914,1.0,2.0,0.0,79.0,47.56067044,-122.32708099999999,4.658907694893854,6.1177543920067095,0.9609872613123018
961,OTHER,GREATER,1950,1.0,1.0,0.0,72.0,47.550137655,-122.3303919,4.4258601450778405,6.352031299260917,1.1953428787821636
962,Warehouse,GREATER,1975,1.0,1.0,0.0,46.0,47.560607535,-122.32602779999999,4.4491079724264875,5.929867004024738,1.2593382862236373
963,Warehouse,GREATER,1964,1.0,1.0,0.0,51.0,47.548110945000005,-122.32546947,4.544068044350276,5.590215221563792,0.43360406507171434
964,Warehouse,GREATER,1962,1.0,1.0,0.0,16.5,47.549454,-122.32540879999999,4.417471693203293,5.97950162119416,1.3542476296310038
965,BUREAU,GREATER,1967,1.0,2.0,0.0,75.0,47.549748315,-122.3260442,4.380211241711606,6.025071829870058,0.8684853331391815
966,ECOLE,EAST,1968,1.0,5.0,0.0,36.0,47.64151607,-122.31691295,4.625091336319416,6.4194717601345275,1.8820152779028725
967,OTHER,EAST,1999,1.0,2.0,32820.0,72.0,47.64151607,-122.31691295,4.933234128714808,6.25649244939691,1.8137755034212895
968,ECOLE,EAST,1905,1.0,1.0,0.0,72.0,47.64171214,-122.3173859,4.923668776807718,6.404759333045718,1.8125791554090467
969,BOUTIQUE,LAKE,1912,1.0,1.0,0.0,72.0,47.657787455000005,-122.34273195,4.448397103457768,5.8447481164140145,1.1736454879280516
970,SOIN,WEST,1954,1.0,2.0,0.0,83.0,47.726191990000004,-122.35644785,4.710100433223009,6.775812000216923,2.34388084435768
971,CULTE,WEST,1962,1.0,1.0,0.0,100.0,47.72557185,-122.35779955,4.34334950209931,5.402247670215981,0.24494409977529855
972,Warehouse,GREATER,1979,1.0,1.0,0.0,2.5,47.521565755,-122.32157742000001,4.4996870826184034,6.510016305363793,1.980553346738993
973,Warehouse,GREATER,2007,1.0,1.0,0.0,57.5,47.520083795000005,-122.32131735,4.547639351739532,5.92854112346417,1.283381913505643
974,Warehouse,GREATER,1981,1.0,1.0,0.0,48.5,47.518964985,-122.32102627500001,4.4611982886224935,6.246033127972619,1.9094362883428704
975,Warehouse,GREATER,1978,1.0,1.0,0.0,69.0,47.519213745,-122.321234,4.345883212931713,5.7830012519442064,1.4274639413444081
976,Warehouse,GREATER,1978,1.0,1.0,0.0,90.0,47.519676195,-122.32112246,4.495544337546448,5.521491792031172,0.8924041843450385
977,Warehouse,GREATER,1979,1.0,1.0,0.0,12.5,47.519178815000004,-122.31958555,4.342422680822207,5.8547296443675965,0.6979949990503235
978,BUREAU,NORTH,1974,1.0,3.0,0.0,40.5,47.7007901,-122.3271816,4.601266679781316,6.541549208514507,1.3849325581553464
979,OTHER,NORTH,1979,1.0,1.0,0.0,72.0,47.698830565,-122.3247638,4.4858633295973345,6.641481002034048,2.144816150898466
980,SOIN,NORTH,1980,1.0,2.0,6350.0,63.0,47.70007193,-122.32528725,4.430236353411511,6.013733928488195,0.8568544477383289
981,SOIN,NORTH,1968,1.0,2.0,0.0,66.5,47.700859050000005,-122.32377740000001,4.588215665228998,6.454688321044639,1.6793488674150823
982,Warehouse,EAST,1959,1.0,2.0,0.0,72.0,47.663516765,-122.2949788,4.307410454213675,5.932234761709093,0.7756102954348028
983,RESIDENCE,EAST,1945,1.0,2.0,0.0,72.0,47.66228335,-122.2932204,4.3450795263148665,6.100990089157204,1.4204289324419515
984,SOIN,EAST,1967,1.0,3.0,0.0,85.5,47.66179891,-122.292595,4.584082338518372,6.218572767771068,1.7152438889625654
985,Warehouse,EAST,1980,1.0,2.0,0.0,43.0,47.662863825,-122.29526675,4.526028956203434,6.210767142620423,1.779106301938045
986,BOUTIQUE,EAST,1975,1.0,1.0,0.0,20.5,47.662069755000005,-122.29527745,4.518579737087604,7.034366131215917,2.3675561378146113
987,OTHER,EAST,1981,1.0,1.0,0.0,72.0,47.610727925,-122.32257845000001,4.321619140247275,6.114531417098966,0.9576893634132752
988,BUREAU,MAGQUEE,1927,1.0,3.0,0.0,72.0,47.63981817,-122.3990662,4.378579576115775,5.9404217806205715,1.1523728650198097
989,CULTE,BALLARD,1910,1.0,2.0,0.0,76.5,47.674776015000006,-122.38245215,4.337758671493417,5.662862298046412,1.2682477831595218
990,ECOLE,EAST,1939,20.0,2.0,0.0,72.0,47.609673279999996,-122.3158522,6.342422680822207,8.060184394528378,3.5102567405904597
991,CULTE,CENTRAL,1901,1.0,2.0,0.0,1.0,47.6098987,-122.30844665000001,4.42422807069598,6.265725460310977,1.8489903510535028
992,Warehouse,LAKE,1957,1.0,2.0,0.0,36.5,47.650243634999995,-122.341735,4.304059466217599,5.142500245680576,-0.015408570383869283
993,CULTE,EAST,1927,1.0,2.0,0.0,100.0,47.54179702,-122.2703046,4.3429947829274775,4.9637689445662785,-0.1938200260161128
994,BOUTIQUE,GREATER,1992,1.0,2.0,0.0,83.0,47.538468370000004,-122.28295605,4.589335125784143,6.824915229194449,2.3105393926138666
995,BOUTIQUE,GREATER,1953,1.0,1.0,0.0,44.0,47.537471055,-122.28305985,4.41650736985045,6.86559162823524,2.2014983476329855
996,ECOLE,NORTH,1955,1.0,1.0,0.0,86.5,47.707299995,-122.28464725,4.5863847366943515,6.252413590394947,1.7968305522261636
997,BUREAU,GREATER,1967,1.0,1.0,0.0,91.5,47.550459239999995,-122.3274802,4.4065401804339555,6.08309542268438,1.7188843950629962
998,Warehouse,GREATER,1961,1.0,1.0,0.0,72.0,47.547800085000006,-122.32307485,4.622162194756687,6.122185257913268,1.4423980500203497
999,BOUTIQUE,GREATER,1958,1.0,2.0,0.0,38.0,47.549156085,-122.3219134,4.749682218581219,6.395531195928247,1.6654494689764374
1000,ECOLE,BALLARD,1922,1.0,3.0,0.0,95.0,47.670872134999996,-122.37511355000001,4.5495917370235555,6.179616514954109,1.8292185986659317
1001,BOUTIQUE,BALLARD,1966,1.0,1.0,0.0,10.5,47.669732714999995,-122.37447574999999,4.465591024929538,6.955829547043376,2.2897511687998016
1002,BOUTIQUE,BALLARD,2000,1.0,1.0,43035.0,33.0,47.66827645,-122.37427115,4.949892326500535,7.145699025417729,2.5692959162739006
1003,OTHER,BALLARD,1961,1.0,1.0,0.0,72.0,47.66621531,-122.37484115000001,4.505149978319906,6.089875518961408,1.62799152830214
1004,RESIDENCE,BALLARD,1910,1.0,2.0,0.0,72.0,47.664102695,-122.37305615,4.4933186082321015,5.965678865829819,1.5878199107472786
1005,Warehouse,BALLARD,1975,1.0,3.0,0.0,2.5,47.664357695,-122.37275115,4.617817807266077,6.4960766668490555,1.9202286646294704
1006,Warehouse,BALLARD,1980,1.0,1.0,0.0,2.0,47.66425613,-122.37216465,4.600319329751661,5.897137594911979,0.7402535500697289
1007,OTHER,BALLARD,2004,1.0,1.0,15576.0,72.0,47.669841375000004,-122.3842683,4.4853806697109375,6.139843078447159,1.4570329409456173
1008,OTHER,BALLARD,1924,1.0,2.0,0.0,72.0,47.668940750000004,-122.3824217,4.333003684755698,5.4804066517901635,0.8101154093648872
1009,OTHER,BALLARD,1928,1.0,2.0,0.0,72.0,47.669029095,-122.38618215,4.477121254719663,6.048265800710082,1.1099993578895462
1010,OTHER,BALLARD,1942,1.0,2.0,0.0,72.0,47.674826935,-122.37316655000001,4.478378886031893,6.720263951458659,1.563595581261428
1011,CULTE,BALLARD,1975,1.0,1.0,0.0,68.0,47.66327216,-122.37441995,4.7671047672551135,6.023585464149907,1.539698156660198
1012,BOUTIQUE,BALLARD,1996,1.0,1.0,0.0,50.5,47.66319082,-122.3727782,4.371067862271736,6.058958865556635,1.0818658042587215
1013,BUREAU,BALLARD,1979,1.0,2.0,0.0,88.0,47.66247704,-122.3695606,4.573428628119386,6.40612817170668,1.6618126855372612
1014,BUREAU,BALLARD,1903,1.0,3.0,0.0,100.0,47.6624069,-122.3730847,4.3964260280181024,5.377042023474579,0.5550944485783191
1015,BOUTIQUE,BALLARD,1967,1.0,1.0,0.0,80.5,47.675149835,-122.3654718,4.350635608258955,6.159257055407819,1.5139267930924198
1016,BOUTIQUE,MAGQUEE,1961,1.0,1.0,0.0,27.0,47.649281415000004,-122.3778695,4.4123261221462435,6.954072746173222,2.389883054280473
1017,BUREAU,MAGQUEE,1992,1.0,3.0,0.0,72.0,47.650168745,-122.3778653,4.421422933126055,6.069518345841561,0.9128396100780599
1018,BUREAU,MAGQUEE,1982,1.0,3.0,0.0,85.0,47.652518674999996,-122.3758655,4.412611726156164,5.957540443826,1.1831554333833678
1019,Warehouse,MAGQUEE,1974,1.0,1.0,0.0,1.0,47.662279510000005,-122.3880386,4.408239965311849,6.225329535854447,1.53824569095689
1020,OTHER,MAGQUEE,1965,1.0,1.0,0.0,72.0,47.66127745,-122.38745750000001,4.364907289558034,5.358168172115134,0.20125965128712464
1021,BUREAU,MAGQUEE,2008,1.0,4.0,8399.0,87.5,47.660923485,-122.3858155,4.621010012828937,6.12605442881022,0.9694314111756593
1022,Warehouse,MAGQUEE,1960,1.0,1.0,0.0,72.5,47.661978245,-122.3892462,4.754990127750688,6.121731073980472,1.5584948377275416
1023,BOUTIQUE,BALLARD,1989,1.0,1.0,0.0,66.0,47.691698195,-122.37615495,4.516006230386048,6.301201127851657,1.6603898845687568
1024,Warehouse,MAGQUEE,1980,1.0,3.0,0.0,72.0,47.64454568,-122.37581765,4.491207561993105,4.985027650107854,-0.1707081422964686
1025,Warehouse,MAGQUEE,1915,1.0,3.0,0.0,72.0,47.64418,-122.37587,4.601538525007273,4.756888543414501,-0.3979400086720376
1026,BUREAU,MAGQUEE,1961,1.0,2.0,0.0,80.0,47.655036185,-122.37399735,4.301507457038436,5.819596499019968,0.6627537267799973
1027,BOUTIQUE,MAGQUEE,1960,1.0,2.0,0.0,87.0,47.655700785,-122.37228255,4.562269066846567,5.710915804387797,1.1295227643518024
1028,BOUTIQUE,MAGQUEE,1968,1.0,1.0,0.0,72.0,47.661598955,-122.3906767,4.555650569974008,5.6597330754150725,1.0341018392951022
1029,BUREAU,MAGQUEE,2007,1.0,4.0,5680.0,96.5,47.660211880000006,-122.386257335,4.4793161244415485,5.905732031975327,0.7526876050839661
1030,BUREAU,MAGQUEE,1979,1.0,4.0,0.0,83.0,47.65886825,-122.38381154999999,4.3495689025086754,5.749348409788002,0.5925074511452433
1031,BUREAU,MAGQUEE,1994,1.0,4.0,0.0,80.0,47.65798306,-122.383815,4.4796040990439066,5.970382729966801,0.8136778068387793
1032,Warehouse,BALLARD,1927,1.0,4.0,0.0,100.0,47.663561145,-122.38062115,4.628388930050312,5.368853550743992,0.21198318434014274
